Children should be able to consent to cosmetic surgery.	Children do not have the mental capacity to understand the consequences of medical decisions.	counter	(children; has property; still developing)(still developing; not capable of; important decision)(cosmetic surgery; has property; important decision)(important decision; capable of; consequences)
A person should have the right to choose what happens to their body.	Bodily autonomy grants a person the right to choose what happens to their body.	support	(person; desires; bodily autonomy)(bodily autonomy; made of; their body)(bodily autonomy; causes; right to choose)
The right is protected by the second amendment.	The second amendment is part of the constitution.	support	(the second amendment; part of; the constitution)(granted by; has context; the second amendment)(the right; used for; bear arms)(bear arms; is a; granted by)
Organ acquisition in the market makes it easier to get.	Sale of organ in the market makes it easy to get and safe stress.	support	(organ acquisition; capable of; more organs available)(more organs available; causes; easier to get)(easy to get; capable of; safe stress)(easy to get; has context; more organs available)
Homeopathic remedies can provide emotional and physical healing.	Homeopathy provides a false sense of hope.	counter	(homeopathy; is not a; scientific and effective)(scientific and effective; capable of; provides)(provides; has context; false hope)(false hope; capable of; hurt emotional feeling)(hurt emotional feeling; antonym of; provide emotional healing)(false hope; not capable of; physical healing)(homeopathic remedies; synonym of; homeopathy)
Creating awareness of the LGBT community, decreases discrimination.	Discrimination against LGBT people exists because of misconceptions adopted in ignorance of universal truths.	support	(creating awareness; causes; knowledge)(knowledge; causes; decreases discrimination)(discrimination; created by; ignorance)(ignorance; antonym of; knowledge)
Watching television lets you get current information from home.	Television has programs like news and documentaries that give information about the world around you.	support	(watching television; capable of; stay informed)(current information; part of; stay informed)(television; capable of; give information)(give information; has context; stay informed)
Wikipedia should be subsidized.	The massive amount of information made freely available on Wikipedia is an important rationale to not refuse subsidies.	support	(wikipedia; has property; massive amount information)(wikipedia; has property; freely available)(massive amount information; capable of; being improved)(being improved; created by; more qualified workers)(more qualified workers; created by; subsidized)
Adolescents should not be allowed to get cosmetic surgery.	Cosmetic surgery may be necessary to improve the condition of life, even for children.	counter	(adolescents; part of; children)(children; capable of; disfiguration)(disfiguration; receives action; cosmetic surgery)(cosmetic surgery; capable of; removing disfiguration)(removing disfiguration; capable of; improve life)(improve life; desires; allowed)
Clergymen should be required to be celibate.	Lust and desire would lead religious leaders astray from their true purpose.	support	(lust and desire; capable of; lead astray)(lead astray; has context; religious leaders)(clergymen; synonym of; religious leaders)(lead astray; has context; their true purpose)(religious leaders; desires; celibate)(lust and desire; not part of; celibate)
